Elevation,Slope,H.dist,V.dist,D.Road,Shade9,Shade12,Shade3,D.Fire,Type
3272,3,543,59,6129,215,233,156,800,1
3060,14,571,43,1421,180,229,188,876,2
2783,14,323,49,85,219,207,121,731,2
2480,7,30,-4,1570,226,226,134,800,3
3230,11,534,46,589,191,232,181,942,1
3403,13,698,128,2193,185,228,183,1296,1
2931,13,60,17,2477,194,250,193,190,2
3214,12,558,39,3609,202,217,152,4226,1
3298,17,636,192,3221,215,201,117,649,1
2490,13,90,-27,1207,242,228,114,1556,3
2886,7,469,41,1158,217,225,145,2797,1
2741,16,108,23,2430,230,204,102,450,2
3050,15,408,59,5617,239,211,98,5099,1
3047,7,201,17,5568,201,241,179,2059,2
2606,19,180,78,976,229,245,139,1357,3
3153,4,408,12,5819,222,231,145,964,1
3376,3,616,39,1620,223,233,145,2438,7
3233,4,323,0,150,209,240,169,1176,1
3141,15,390,-33,1290,192,212,156,1172,1
2821,18,90,31,2121,234,201,-9999,2142,5
2199,24,150,59,450,155,204,185,366,2
2939,11,95,7,4002,225,217,125,4974,2
3190,4,30,-1,5488,227,234,142,983,1
2993,10,67,9,2860,197,246,187,450,2
2509,31,67,24,931,201,156,72,1341,2
3051,12,120,10,1832,209,216,143,1650,2
2724,12,60,-17,1667,216,213,132,949,2
2391,4,30,2,547,210,241,170,648,6
2675,8,85,3,1734,222,222,135,5393,2
3211,6,424,23,5971,204,242,177,1911,2
3236,8,134,17,1187,231,225,127,2690,2
3174,16,0,0,2252,238,208,97,2803,1
2900,11,90,13,2200,226,216,122,2812,2
3234,19,743,118,1783,227,195,93,2938,1
3034,9,30,-2,1154,232,240,139,1425,2
3080,13,228,31,553,242,227,112,1328,1
2750,26,0,0,2478,181,254,198,516,1
3181,18,0,0,1598,247,212,87,1489,2
2880,35,295,129,2481,126,239,237,741,2
3186,2,0,0,1489,220,235,151,630,1
3337,4,618,42,939,218,244,162,1289,7
2472,5,30,2,981,213,231,156,853,6
3463,17,1168,334,4180,170,231,200,2688,7
2982,14,391,47,5162,197,215,155,1846,1
2816,11,212,25,2347,234,240,136,2287,2
2783,5,255,26,3097,211,232,159,5155,2
3369,26,832,189,983,141,216,211,503,1
3103,13,67,14,3861,200,215,152,1934,1
2264,15,339,185,450,184,220,175,552,3
3428,10,603,89,1641,193,240,187,750,7
3266,31,42,1,3034,122,200,210,2308,1
2655,32,30,-4,1621,163,249,205,1253,2
2987,22,1044,190,2639,227,245,138,1312,2
2977,24,361,160,1827,231,182,70,2856,2
2900,28,540,261,800,247,182,44,642,2
2545,14,95,6,696,239,214,102,752,2
3163,10,366,-52,2739,217,217,135,1556,1
3197,17,150,20,2754,242,234,115,899,1
2973,8,319,56,1931,205,228,161,890,2
3420,19,309,191,3733,242,235,114,3154,7
3227,16,467,103,591,243,214,96,859,1
2642,30,153,71,1482,179,251,192,1233,2
3188,0,484,95,3000,218,238,156,3429,1
3027,13,85,5,1542,228,246,147,2402,1
3112,20,698,175,6181,170,248,214,1481,1
2556,9,182,30,693,232,224,-9999,3465,2
3203,20,361,98,1020,241,235,114,2048,1
3041,9,134,5,1338,220,219,134,1684,1
2398,19,170,-8,745,229,196,92,750,3
3308,13,301,17,1744,231,244,143,3131,2
2651,11,201,36,870,192,231,179,1682,2
3278,26,42,18,2484,206,250,165,3658,1
2488,28,60,34,1026,143,193,182,1601,2
2975,5,120,16,2233,223,229,142,1355,1
2909,8,30,3,4657,211,224,149,1690,2
3012,11,350,46,379,239,227,117,1290,1
2969,17,90,31,2310,225,200,103,2093,2
3371,6,969,169,2936,213,246,169,1302,1
3201,7,350,60,1250,221,224,139,5010,1
2941,9,30,-3,1566,225,221,130,3399,1
3169,17,247,30,2380,177,216,178,382,1
2863,12,201,15,2840,235,219,114,2724,2
2999,21,371,145,5289,157,224,205,680,2
2997,19,335,138,1500,203,197,126,3108,1
2852,15,120,22,2746,233,208,104,2594,2
2919,6,201,0,4147,229,239,143,4952,2
3085,12,446,48,1590,238,220,111,2907,2
2843,25,120,33,1515,180,254,200,765,2
2968,7,339,31,4099,227,242,148,2220,1
2543,30,120,56,698,252,184,38,990,2
3117,28,0,0,2795,213,166,71,4081,1
3294,11,127,25,1206,238,225,116,1222,1
3150,10,150,39,2498,228,219,124,1831,1
2316,29,175,87,1008,254,199,50,807,3
3258,14,240,92,1557,242,218,103,1492,2
3171,13,272,55,469,212,213,135,2448,2
3084,9,90,13,3798,226,221,128,1723,2
3127,9,30,5,3937,204,224,158,150,1
2776,18,85,15,930,185,209,161,2044,1
3052,23,404,15,2467,201,184,110,2830,2
2835,10,201,37,2197,209,220,147,2908,2
3231,11,0,0,1429,239,225,115,2710,1
2905,20,120,48,5508,230,193,87,778,2
3186,13,218,95,3561,207,252,179,525,2
3066,8,693,94,2552,234,228,126,2202,1
2567,19,30,-15,2842,213,252,166,1071,6
2582,10,124,35,1290,192,235,183,1782,2
3157,5,480,4,1789,210,233,162,547,1
3198,8,480,34,1392,211,224,150,2288,1
2987,17,60,-18,2724,238,205,92,1395,1
3423,11,212,29,1952,214,250,170,3588,1
3265,6,779,155,1489,203,239,175,2634,1
3145,14,162,32,841,237,212,103,1761,1
3026,6,95,3,859,216,227,148,2097,2
3040,12,285,71,5340,226,213,119,750,2
2579,24,67,12,524,242,231,105,1922,2
2972,19,488,42,361,241,203,85,691,1
3126,10,175,12,5071,208,219,148,2375,2
3312,9,0,0,2281,223,221,132,2215,1
2985,5,175,20,4886,206,242,174,5578,2
3183,11,495,97,3023,220,216,130,1745,1
2901,10,150,16,1637,238,228,120,990,2
3180,20,120,42,745,230,244,136,2467,2
3074,25,60,-10,1024,252,213,73,2213,1
3152,17,1087,283,2852,211,201,122,2088,2
2751,14,85,13,1559,191,218,165,1967,2
2824,5,190,20,3404,214,230,153,6292,2
2669,11,228,22,1184,239,224,114,285,2
3013,9,120,-8,1209,204,225,159,849,1
2916,10,350,121,4639,215,218,138,5073,2
3238,15,492,19,859,222,249,156,2193,2
2778,16,150,14,1033,241,235,119,808,3
3258,14,127,11,1697,243,223,106,2100,1
3009,11,446,111,2496,238,223,114,1806,2
3207,12,0,0,2912,240,223,111,2433,7
3162,11,30,4,2255,215,217,137,1498,1
3053,11,595,154,3087,218,249,164,716,2
2927,18,124,35,3900,247,224,99,2555,2
2859,15,85,8,2930,245,227,107,2683,2
3000,4,450,46,1588,214,233,157,2322,2
3130,5,277,19,212,229,236,140,5625,1
3022,21,518,190,524,157,222,204,1128,2
2685,26,67,35,90,243,183,54,1784,5
3010,11,484,40,1405,236,223,117,2140,2
3249,7,150,24,4243,227,226,133,2047,1
3008,9,474,89,5645,211,249,173,3013,2
3286,10,240,65,2032,195,246,189,3316,1
3411,5,417,1,845,215,229,151,815,7
2864,21,108,23,1480,168,210,179,1253,1
2416,24,30,6,977,164,250,218,1201,3
3092,8,90,10,4916,213,223,147,1455,1
2513,16,371,70,153,186,214,166,1832,3
3132,5,153,-2,4039,219,229,147,1651,2
2989,17,108,30,2232,176,218,181,997,2
3145,14,319,36,1308,180,237,197,2014,2
3201,11,190,29,4669,189,240,191,1478,1
1987,28,323,132,301,142,196,187,953,6
2872,21,466,110,484,250,211,79,582,1
3284,37,365,127,1170,252,183,22,1024,7
3244,26,424,1,1533,233,179,62,4865,1
2520,5,170,7,1239,221,229,144,4286,2
3194,23,67,-4,3283,207,183,102,3880,1
2401,12,323,57,933,185,234,189,1489,6
3184,7,42,0,2174,231,231,133,1681,1
3334,10,85,12,1889,232,221,120,3354,7
2273,21,150,34,212,251,215,82,849,3
2858,8,408,60,2142,205,226,159,1782,2
3146,20,150,27,5411,202,254,179,1116,1
3089,6,180,10,1818,203,241,178,997,1
2576,17,382,77,2560,215,252,166,691,3
2569,24,127,53,1282,215,178,86,1691,3
3321,11,680,87,4646,192,228,175,1128,1
2207,36,342,163,752,224,144,23,805,3
2993,19,216,39,1663,245,230,105,2324,2
3316,13,295,92,2933,241,232,118,3166,7
2853,9,108,20,2779,221,219,133,2791,2
2821,15,30,4,1380,234,208,101,2325,2
2716,13,0,0,1825,239,218,108,1020,2
3054,12,0,0,3360,190,226,175,2798,1
2947,19,509,84,1154,173,213,177,902,2
3159,8,384,-18,1068,201,229,168,816,1
2768,9,90,25,2605,196,243,186,6327,2
3253,8,350,72,1652,232,226,126,1296,1
3147,20,258,48,162,244,232,108,4200,2
3210,9,433,19,5901,197,244,185,2992,2
3073,6,417,42,1471,224,227,138,2899,1
3112,7,350,42,2161,205,230,164,2322,1
3109,6,218,-11,2430,207,231,164,2337,1
3043,5,636,76,4425,223,229,142,1511,2
2936,8,60,4,4893,232,227,128,6195,2
2778,22,319,39,999,202,186,113,815,2
2529,17,150,35,319,171,235,204,721,2
2489,10,60,3,1191,234,239,136,1138,3
2896,20,30,16,765,163,220,195,1184,2
3259,9,300,101,4968,208,224,154,1654,1
2933,20,175,1,4450,229,192,87,1150,2
3187,15,930,106,1451,185,217,170,2490,1
3246,12,458,91,4020,186,235,189,2220,1
3165,6,283,3,4387,209,229,159,1116,1
2808,20,120,59,2072,245,230,104,872,5
2687,15,192,38,1982,234,210,104,900,2
3234,3,240,46,1570,217,233,153,1896,1
2778,22,127,49,3534,244,230,104,1448,2
2770,6,60,0,2148,227,241,148,1107,2
2840,6,0,0,1423,213,229,153,2429,1
2913,5,384,43,4335,217,228,148,5645,1
3253,13,404,37,691,183,237,195,1660,1
2915,4,120,0,4006,222,230,143,5551,2
3379,11,990,102,1124,190,244,193,760,1
2913,9,30,0,3142,205,223,155,2287,2
3195,16,240,85,190,178,246,206,600,1
2926,23,228,75,5501,240,235,111,685,2
2695,20,124,37,2040,173,208,171,4530,2
2678,20,85,20,2207,246,203,78,2563,3
2971,11,95,17,3247,192,230,177,1191,1
3197,11,330,24,5522,234,218,115,2723,2
3167,13,256,32,592,202,214,148,2555,2
3204,16,560,80,3626,174,236,202,1307,1
2503,14,30,9,258,231,211,109,534,2
3045,10,283,11,3107,235,224,120,5675,2
3160,25,390,66,540,189,180,119,1648,2
2932,14,192,1,1682,212,252,171,997,2
2985,15,361,145,5921,244,228,110,4173,2
2895,3,417,40,2868,225,237,147,2263,2
2868,15,272,85,2095,209,253,175,1771,2
3119,26,300,59,4257,251,215,74,780,2
2914,3,242,21,395,222,232,146,361,2
2587,19,42,17,2412,248,211,84,2526,2
3131,15,272,55,930,206,209,138,1666,2
2865,20,67,25,4034,248,225,96,2940,1
3365,13,30,0,2736,241,220,106,636,7
3418,50,242,124,2118,233,111,0,807,7
2976,6,85,0,67,226,228,136,957,1
3232,7,698,203,2761,226,225,133,3173,1
2991,6,182,13,3154,220,226,143,6208,2
2726,24,201,89,1528,225,244,137,1168,2
2913,12,30,-1,1266,224,214,122,492,1
3287,9,120,7,4126,205,224,157,1613,1
3084,16,234,57,2850,182,216,172,2389,1
2578,21,85,23,872,250,210,78,3345,2
2875,8,150,22,2754,228,243,148,2355,1
2975,41,485,7,4147,120,139,134,2226,2
3070,11,446,-19,5968,201,250,185,2850,2
3219,18,983,202,1956,195,203,142,2352,1
3289,18,459,89,277,247,225,99,421,2
2888,22,150,52,2926,165,247,218,2151,2
3086,18,285,63,2742,241,235,116,1374,2
2877,10,330,79,2024,204,249,182,836,2
3165,10,764,121,4377,196,227,171,2030,1
3041,9,85,23,4499,233,225,123,376,2
3125,12,525,89,2955,187,238,191,485,1
3193,4,335,17,4810,213,242,167,2338,2
2716,5,277,27,268,224,230,142,957,5
3236,13,540,82,1396,234,242,136,2263,1
2605,11,0,0,1200,240,228,117,484,2
3266,8,268,31,5534,233,229,128,1006,2
2429,23,201,16,713,170,196,160,1528,3
2940,11,300,37,3077,236,237,130,1556,2
3126,9,150,17,3583,231,223,125,3957,1
2776,12,175,20,1790,238,221,111,1855,1
2730,10,201,22,1490,235,223,119,1890,2
2663,11,256,76,1195,192,227,174,1101,2
3139,9,256,37,5142,224,220,130,3260,1
2859,23,540,193,2384,252,207,71,1997,2
3063,8,1045,244,1167,215,224,145,2405,2
2941,37,450,114,990,253,178,0,589,2
2197,32,60,24,1573,165,159,116,258,6
3141,9,67,9,920,199,245,185,1503,1
2953,14,30,7,1565,238,238,128,216,2
2321,15,391,164,693,192,214,160,626,3
2909,21,67,23,3216,242,197,75,2495,2
3224,9,95,10,3813,214,222,144,3606,1
2888,9,384,138,2234,227,244,149,618,2
2749,3,30,-1,1471,221,241,156,1053,1
2547,8,216,39,598,230,224,127,192,2
2715,3,466,0,1259,225,236,145,1667,2
3252,11,182,12,3331,233,241,139,1295,2
3187,28,875,266,3443,144,244,230,2320,2
2955,17,437,-19,4097,213,199,116,2256,2
3004,32,552,314,2163,118,226,238,1392,2
3121,16,90,4,618,240,237,121,1727,2
3242,6,150,18,2594,227,229,136,2708,7
2631,9,30,3,1396,236,232,127,5277,2
2937,13,234,59,3171,192,219,166,1931,2
2962,18,400,155,408,234,200,90,1020,2
2728,9,309,33,2248,221,247,160,1622,2
3057,18,85,10,5250,216,251,162,1626,1
3299,0,376,201,4159,219,237,155,1259,2
2741,26,42,13,1265,213,247,152,1899,2
3037,22,190,86,1463,188,254,196,1176,2
2907,10,612,125,726,222,219,131,2300,2
2897,13,684,142,1252,186,225,179,1176,2
3032,6,443,-2,1828,202,239,176,2135,2
3123,13,134,10,3989,242,228,113,3073,2
3261,8,769,160,6164,197,239,181,2460,2
3102,3,450,17,1231,212,234,160,1266,1
2279,24,90,32,1087,198,180,109,785,6
3257,18,735,141,2461,245,229,106,2503,1
3267,8,859,-23,1583,227,223,131,2942,2
3351,6,30,-1,4295,230,232,136,3896,1
2685,11,90,9,1832,223,217,127,5447,2
3284,17,524,61,2888,235,242,132,3363,2
2480,12,170,39,469,197,250,190,618,3
2881,23,120,7,1741,241,189,66,1242,2
2968,17,256,56,3180,205,202,130,1445,1
3433,11,811,200,2131,238,223,115,1608,7
2610,30,67,28,1240,250,211,66,811,2
2927,16,560,36,591,230,203,101,1704,2
2910,23,201,104,212,242,191,67,1114,1
2789,8,67,4,3141,230,224,127,5587,2
3172,3,319,10,4332,210,239,167,1024,1
3139,3,738,98,636,221,233,148,1872,2
2720,10,134,31,1670,224,218,127,1684,2
3242,11,420,94,977,197,222,163,2135,2
3275,22,300,41,3684,242,193,69,1707,1
3205,4,417,6,2030,209,238,168,960,1
3153,20,120,4,1356,236,196,83,2560,1
2425,11,201,54,872,224,216,125,571,3
2638,9,0,0,1637,200,228,166,2659,2
2362,8,85,21,242,203,247,182,601,6
3028,7,0,0,3513,215,224,146,1855,2
2912,18,323,-18,2097,167,238,210,1333,2
3163,13,285,31,1190,191,249,196,1879,2
3403,7,631,-57,815,224,225,137,532,7
2886,26,216,65,437,205,174,93,450,1
2941,7,446,60,2640,220,246,161,2113,2
3289,20,60,1,3833,225,192,93,2093,7
3230,15,30,-2,2856,226,206,109,2324,1
3004,18,162,-8,1020,179,212,170,2179,2
3397,6,815,68,1188,214,246,169,4162,1
3050,9,30,-2,2283,226,244,150,3814,1
3425,11,417,100,4227,224,247,154,3121,1
3152,14,85,10,3161,199,214,151,5060,1
2837,4,67,9,696,221,231,146,511,1
2579,11,342,2,771,226,216,123,124,2
2836,15,30,2,1073,244,223,104,1296,2
2393,12,30,0,631,239,221,110,1120,6
3421,20,722,131,2379,224,194,96,1485,1
2667,14,240,23,3455,240,216,103,2372,2
2977,1,797,178,1063,215,238,161,2345,2
2891,13,256,10,1499,225,211,118,2151,2
2993,13,162,32,3818,236,239,130,2706,2
2856,18,30,16,2735,169,228,199,534,1
2968,11,366,55,4656,216,216,135,4080,1
3302,20,331,11,1650,246,229,102,3187,2
2914,18,218,30,2108,167,239,210,1448,2
3346,15,577,140,1370,238,239,127,1965,1
3055,19,192,44,3095,248,213,85,2024,2
3071,5,641,4,2721,206,240,172,1149,1
3150,13,242,60,2580,196,251,191,933,2
2701,17,42,3,1689,211,202,123,1831,2
2853,11,339,55,3560,231,242,141,3236,2
3101,25,319,-3,3111,211,249,158,810,2
3227,4,551,36,4857,227,234,142,2430,1
3212,17,150,22,5678,226,202,104,1319,2
3180,6,175,7,3293,216,245,166,1383,2
3171,10,324,-13,1710,212,220,145,875,1
2867,7,124,20,3867,232,229,129,6169,2
2945,26,150,78,5530,242,181,52,1131,2
2659,4,90,12,1406,226,236,145,5395,2
3348,22,301,111,2244,206,186,107,1129,1
3211,14,162,39,2652,184,245,200,1140,1
2889,13,67,11,684,240,233,120,1926,2
2587,12,182,9,997,201,219,155,2340,2
2584,26,175,37,469,184,179,-9999,1613,2
3277,17,350,98,4402,180,215,172,1345,7
2994,6,457,9,1800,209,229,159,1224,1
2978,9,361,52,5203,234,225,122,6452,1
3093,20,335,-2,902,243,202,80,872,1
2804,27,95,35,3981,137,212,210,5544,1
3471,19,708,256,2310,219,194,102,1725,1
2847,16,488,-80,589,229,205,105,2262,2
2839,9,60,9,1167,201,226,164,1440,1
2922,13,201,18,3799,242,228,112,1637,2
3422,16,433,183,983,196,207,146,1442,7
2821,18,170,51,1909,182,210,165,2850,2
2961,23,212,67,2311,204,185,108,1832,1
3097,10,492,38,1924,214,250,169,836,1
2702,6,30,0,920,214,246,168,1806,1
2572,16,190,58,1492,243,214,96,1455,3
3146,10,182,15,721,237,225,118,2330,1
3154,10,85,2,4129,235,225,120,3360,1
2979,9,390,28,3720,236,227,122,1965,2
3138,12,360,60,150,210,251,175,1805,2
3005,16,330,94,5452,189,251,199,875,2
2893,17,362,162,1026,190,209,155,1224,1
2871,25,120,40,2806,151,203,187,2067,2
3015,14,190,18,2084,226,247,149,4000,1
3132,12,268,-10,2584,206,251,180,612,2
3138,15,433,57,1142,196,213,154,2547,1
2673,9,390,3,1406,236,230,125,5790,2
2696,47,162,137,1782,54,189,248,1410,6
3244,14,362,11,2144,225,247,151,1183,2
3025,9,417,60,459,234,226,123,1292,1
3263,16,212,42,3826,175,241,205,1448,1
2756,17,127,32,2674,208,202,126,2255,2
3067,8,218,39,2794,212,223,148,1282,2
2936,30,180,110,2800,176,252,196,1230,2
3245,19,541,71,755,165,231,205,674,1
3272,18,376,114,5148,243,233,111,1725,1
2712,5,268,17,2133,220,229,145,4309,2
3169,7,511,-25,819,229,226,131,1387,2
3631,6,258,94,1693,221,227,141,1889,7
3111,6,638,-74,882,205,234,168,1068,2
2915,14,630,164,997,195,215,157,2802,2
3286,18,67,17,4602,248,222,96,3845,1
2962,5,450,76,5667,213,245,169,4455,2
2772,6,134,15,1660,227,229,136,2886,2
3083,27,108,32,993,161,183,152,2067,1
2978,23,108,43,1399,159,203,179,2295,2
2797,1,342,73,3007,221,238,153,2572,2
3088,10,190,21,5666,198,247,187,2218,2
2562,19,42,7,845,248,217,89,3303,2
3139,12,600,7,6204,223,248,-9999,1765,2
2922,3,335,3,4230,218,233,153,4765,2
3116,13,242,87,636,182,233,191,1310,1
3100,13,721,-74,4246,195,217,160,4212,1
3154,7,42,2,4943,212,226,152,2694,2
2771,20,210,60,1191,191,197,140,2161,2
2889,17,108,36,1470,247,219,95,2253,2
2985,15,895,352,2627,245,220,99,1590,2
2103,19,361,-7,402,191,201,144,716,3
3198,10,331,23,571,192,239,186,1138,2
3159,6,285,25,900,214,228,151,2486,1
3171,16,979,-98,4226,212,252,171,1441,2
3026,19,1101,161,3105,221,249,154,1360,2
2951,2,0,0,4105,221,236,151,1048,1
2858,17,451,192,2279,239,237,122,2043,2
3014,24,342,47,698,247,192,60,636,1
3021,16,601,-99,1804,192,252,196,1761,2
3021,4,272,41,4341,227,238,145,765,2
3201,21,408,102,309,245,230,103,4227,2
3025,9,342,-14,3089,209,249,176,792,2
3030,13,234,18,5623,191,248,195,1998,2
3309,21,743,193,2821,251,218,84,2621,1
2914,23,240,46,1103,157,208,-9999,684,2
2439,16,85,21,840,192,210,154,1211,3
3161,16,361,74,2018,207,253,177,785,1
2596,16,190,44,1510,235,207,99,510,2
3158,18,134,25,3926,169,244,212,1319,1
2982,22,470,251,2844,155,215,197,437,2
2877,9,67,4,2017,235,228,124,2418,2
3101,2,420,16,1266,214,236,160,1283,1
2970,12,124,34,1717,240,233,121,524,2
2672,29,201,89,1905,253,206,59,2729,3
2772,8,430,15,1450,217,222,141,1095,2
3126,12,488,67,600,240,230,118,1328,2
2631,10,531,74,700,197,227,169,918,3
3200,36,342,172,2919,105,180,202,2861,1
3430,3,1084,180,1307,211,240,168,1822,1
2140,19,277,18,499,171,213,179,713,3
2903,10,511,115,1290,230,219,122,1672,2
2997,12,277,57,1660,199,218,157,750,2
3010,9,693,78,2164,230,242,143,2461,2
3051,21,30,10,1678,168,249,215,1256,1
2945,9,247,68,1784,204,225,-9999,1173,2
2690,15,150,8,1082,224,207,114,1651,2
3389,8,771,183,1405,224,245,155,1800,7
2581,24,592,180,964,234,183,68,977,3
3238,7,350,47,5756,229,240,145,3063,2
3028,9,60,4,3572,223,220,132,1917,2
2305,24,242,113,335,194,181,114,488,2
3179,5,30,2,5289,226,230,139,2906,2
2907,10,433,65,2591,215,218,140,1213,1
3221,13,309,36,2932,224,248,154,973,2
2825,18,90,34,2143,233,202,94,2171,5
3151,9,335,18,5444,235,235,131,1788,1
3282,13,446,68,1126,241,224,110,2551,2
2537,10,537,0,957,237,232,125,3906,2
2684,8,124,-8,1857,230,241,143,210,3
3242,14,330,55,2054,238,238,128,1794,1
3015,18,218,22,3700,216,199,113,4970,2
2916,8,466,-11,792,224,223,134,2356,2
3208,10,42,-3,4456,233,240,138,2166,1
2911,12,124,29,1253,195,223,167,2442,2
2905,22,192,24,474,188,192,135,446,2
2879,18,247,74,272,247,215,90,1291,2
3124,15,85,21,1315,244,226,106,2385,1
2811,9,268,38,2260,235,226,122,2673,2
3160,15,210,12,5463,225,207,113,2316,2
3182,5,458,71,983,224,228,140,2329,1
2766,9,85,20,2992,233,223,122,2308,2
2668,4,558,40,570,216,231,153,1842,2
2467,14,30,8,1983,221,250,159,300,3
2992,25,361,152,769,250,194,57,1159,1
2771,28,90,-13,192,227,169,57,1366,5
3011,12,750,111,5878,203,251,184,3877,2
3096,15,212,50,4794,189,217,165,700,2
3021,12,216,13,3759,238,236,126,2542,2
2917,4,124,2,4368,211,234,162,4350,2
2713,7,192,22,1932,227,225,132,6251,2
3057,26,90,7,3739,246,225,92,5212,1
2180,37,212,55,636,204,134,34,484,3
2937,4,60,-3,2042,226,239,147,1707,2
2966,12,216,90,1511,191,248,195,966,2
3058,14,391,91,890,240,218,105,797,1
2808,13,240,38,3124,187,224,176,2912,2
2834,28,525,168,2089,225,240,127,1974,2
2899,9,306,-7,2156,194,240,186,1240,2
2556,24,210,67,2040,187,184,126,722,6
2903,12,503,34,2135,201,219,156,1543,2
3123,15,513,92,2609,229,246,145,2981,2
3104,19,295,48,2980,187,253,200,421,2
2975,9,67,13,4363,224,246,155,2072,2
3178,14,339,35,4667,230,211,111,2661,1
2974,16,234,58,2125,245,227,105,959,2
3444,14,655,49,2526,239,214,102,1575,1
2373,17,67,4,510,233,203,96,532,3
3105,17,242,90,598,246,228,104,1104,2
3261,14,180,103,4921,242,216,101,1544,1
2968,9,335,14,4950,227,222,128,2466,1
3008,20,400,161,5407,230,244,137,618,2
3234,13,510,35,564,186,229,182,1040,1
2454,17,212,53,488,170,226,195,1388,2
2978,13,175,30,3926,215,212,132,1158,2
2666,27,85,34,90,252,193,51,774,5
2693,10,376,9,768,226,218,125,313,3
3267,7,875,76,3711,201,233,171,2584,1
3006,2,30,2,2824,220,234,150,2103,1
3125,17,120,-15,2741,242,209,92,1898,1
2649,15,42,0,1250,242,233,116,765,3
2134,25,30,2,1073,203,176,96,1482,3
2914,26,108,47,2858,169,252,210,2203,2
2888,31,268,122,612,127,193,197,1123,1
3208,16,376,72,912,211,252,171,573,1
3188,5,570,95,2929,214,229,152,3529,1
2216,23,234,80,108,213,250,158,360,3
2834,11,330,42,4212,211,217,142,5457,1
3274,10,466,48,5538,233,240,138,1452,1
3246,10,351,16,4472,227,245,149,912,2
2972,5,552,19,942,222,228,142,2073,2
2970,7,0,0,5558,211,227,153,2218,1
2881,5,247,58,2505,207,235,167,2215,2
2595,19,210,108,759,249,219,91,1024,2
2587,13,258,28,417,195,218,161,865,3
3271,6,60,4,5693,206,233,165,741,1
3200,15,391,46,3238,212,252,171,969,1
3092,23,351,117,1935,238,189,71,3804,1
2079,7,30,5,819,230,228,131,859,4
3055,11,212,-11,2207,190,244,193,1319,1
3092,4,503,38,2818,210,235,163,1804,2
2941,19,268,71,1879,219,194,102,3004,2
2978,10,323,69,6076,217,249,166,5136,2
2364,14,218,77,1138,240,236,122,1052,3
2131,29,256,114,503,188,251,182,417,3
3282,10,150,18,6073,236,236,131,242,1
3151,8,85,13,1935,228,224,130,474,1
3119,12,437,82,2604,224,214,122,1328,1
3146,32,162,30,972,194,152,75,1556,1
3254,14,30,-5,5077,243,220,104,342,2
3067,6,30,-2,4183,226,228,137,2737,1
3126,5,162,3,2581,222,228,142,1048,1
2771,0,285,28,2727,218,237,156,5873,2
2868,16,67,14,5397,173,234,200,794,2
2894,11,67,13,1231,190,237,187,1698,2
2504,13,127,33,870,237,216,107,5176,5
2220,7,277,23,42,203,242,179,319,3
3179,12,510,32,2696,186,241,194,182,1
2683,29,134,76,1231,226,166,54,888,2
3100,20,421,164,1510,246,203,77,2563,1
2903,12,457,61,2646,219,213,128,1146,1
3043,7,0,0,1530,232,235,136,2868,1
3156,8,295,61,4302,197,242,184,1142,1
2499,13,0,0,1632,232,243,140,513,3
2913,14,108,27,6258,198,252,190,4602,2
2891,13,150,14,1136,242,228,113,2333,2
2866,10,30,2,2774,198,226,167,1914,1
3290,19,120,-31,616,242,234,113,3881,2
2926,16,242,17,4630,190,212,158,1681,2
3126,8,0,0,2955,215,224,146,5392,1
3090,16,769,174,4291,210,204,127,4034,1
2933,16,175,20,3571,181,221,179,1513,2
2832,5,433,41,1958,225,230,141,1851,2
3303,12,382,58,1443,240,229,117,2250,1
2932,15,162,21,1531,214,252,168,1396,2
3203,15,218,55,1348,177,230,193,2233,1
2913,10,180,13,5284,198,247,187,4728,2
3191,21,708,101,331,203,254,178,2748,2
2928,13,42,5,1345,197,218,159,2435,2
2735,37,150,89,984,112,233,243,1500,2
2919,7,90,6,4685,224,225,137,3770,1
3020,9,42,1,914,212,222,147,258,1
3226,13,331,16,2743,214,212,131,1158,1
3088,18,212,73,4760,241,205,87,324,2
3380,12,666,174,1518,217,250,166,1711,1
3500,24,190,88,3113,159,248,221,1687,1
3165,21,234,49,3823,165,247,217,1359,1
3011,7,767,115,5857,203,242,179,6457,2
2836,9,395,70,2014,234,226,123,816,2
2932,16,67,6,1762,174,234,199,1608,2
2678,24,192,45,2178,218,179,83,2402,6
2866,21,598,191,618,235,193,79,2403,5
3079,41,268,81,2738,120,134,128,2473,1
2612,13,306,112,1839,219,211,125,819,6
2900,33,150,96,4972,114,204,221,4773,1
3001,23,30,13,4443,241,191,69,2598,1
3103,15,180,5,1928,242,233,116,2210,2
2068,29,150,113,182,241,173,42,85,3
3057,6,450,66,5771,217,245,164,4911,2
2984,10,192,20,3951,238,233,125,2630,1
2966,18,834,168,3194,243,208,88,787,2
2920,8,351,27,503,215,224,145,485,2
3182,10,446,46,4644,236,226,120,2155,2
3216,15,0,0,3569,178,233,-9999,1771,1
3111,8,365,57,626,201,246,183,1040,2
2743,11,67,13,2432,224,216,124,2227,3
3243,5,607,205,2884,222,228,142,3177,1
2919,21,210,98,2479,226,189,86,2001,1
2359,11,67,10,1276,233,218,115,600,3
2903,5,182,1,5344,207,242,173,5650,1
3208,12,350,60,450,189,245,195,722,1
3514,12,467,147,1396,202,216,151,1848,7
3083,7,300,36,2906,231,229,130,6129,1
3501,23,967,320,2516,242,190,65,1224,1
2582,7,120,14,892,226,226,134,1103,2
2785,7,255,35,1841,231,237,138,2395,2
